branch_id,scenario_id,from_step_id,trigger_action_pattern,branch_condition,to_step_id,consequence_severity,debrief_note
br_000504,scn_paramedic_000168,step_001677,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001678,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000505,scn_paramedic_000169,step_001684,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001685,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000506,scn_paramedic_000169,step_001685,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001686,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000507,scn_paramedic_000169,step_001687,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001688,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000508,scn_paramedic_000170,step_001694,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001695,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000509,scn_paramedic_000170,step_001695,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001696,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000510,scn_paramedic_000170,step_001697,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001698,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000511,scn_paramedic_000171,step_001704,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001705,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000512,scn_paramedic_000171,step_001705,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001706,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000513,scn_paramedic_000171,step_001707,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001708,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000514,scn_paramedic_000172,step_001714,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001715,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000515,scn_paramedic_000172,step_001715,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001716,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000516,scn_paramedic_000172,step_001717,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001718,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000517,scn_paramedic_000173,step_001724,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001725,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000518,scn_paramedic_000173,step_001725,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001726,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000519,scn_paramedic_000173,step_001727,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001728,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000520,scn_paramedic_000174,step_001734,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001735,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000521,scn_paramedic_000174,step_001735,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001736,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000522,scn_paramedic_000174,step_001737,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001738,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000523,scn_paramedic_000175,step_001744,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001745,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000524,scn_paramedic_000175,step_001745,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001746,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000525,scn_paramedic_000175,step_001747,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001748,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000526,scn_paramedic_000176,step_001754,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001755,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000527,scn_paramedic_000176,step_001755,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001756,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000528,scn_paramedic_000176,step_001757,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001758,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000529,scn_paramedic_000177,step_001764,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001765,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000530,scn_paramedic_000177,step_001765,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001766,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000531,scn_paramedic_000177,step_001767,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001768,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000532,scn_paramedic_000178,step_001774,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001775,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000533,scn_paramedic_000178,step_001775,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001776,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000534,scn_paramedic_000178,step_001777,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001778,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000535,scn_paramedic_000179,step_001784,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001785,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000536,scn_paramedic_000179,step_001785,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001786,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000537,scn_paramedic_000179,step_001787,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001788,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000538,scn_paramedic_000180,step_001794,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001795,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000539,scn_paramedic_000180,step_001795,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001796,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000540,scn_paramedic_000180,step_001797,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001798,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000541,scn_paramedic_000181,step_001804,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001805,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000542,scn_paramedic_000181,step_001805,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001806,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000543,scn_paramedic_000181,step_001807,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001808,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000544,scn_paramedic_000182,step_001814,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001815,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000545,scn_paramedic_000182,step_001815,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001816,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000546,scn_paramedic_000182,step_001817,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001818,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000547,scn_paramedic_000183,step_001824,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001825,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000548,scn_paramedic_000183,step_001825,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001826,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000549,scn_paramedic_000183,step_001827,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001828,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000550,scn_paramedic_000184,step_001834,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001835,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000551,scn_paramedic_000184,step_001835,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001836,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000552,scn_paramedic_000184,step_001837,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001838,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000553,scn_paramedic_000185,step_001844,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001845,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000554,scn_paramedic_000185,step_001845,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001846,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000555,scn_paramedic_000185,step_001847,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001848,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000556,scn_paramedic_000186,step_001854,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001855,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000557,scn_paramedic_000186,step_001855,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001856,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000558,scn_paramedic_000186,step_001857,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001858,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
br_000559,scn_paramedic_000187,step_001864,misses critical assessment/intervention,Incorrect or delayed priority at primary,step_001865,moderate,Debrief: explain why primary was pivotal and assign remediation.
br_000560,scn_paramedic_000187,step_001865,misses critical assessment/intervention,Incorrect or delayed priority at immediate_interventions,step_001866,high,Debrief: explain why immediate_interventions was pivotal and assign remediation.
br_000561,scn_paramedic_000187,step_001867,misses critical assessment/intervention,Incorrect or delayed priority at reassessment,step_001868,moderate,Debrief: explain why reassessment was pivotal and assign remediation.
