rationale_id,question_id,option_id_nullable,rationale_type,rationale_text
rat_001837,q_paramedic_000368,opt_001470,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001838,q_paramedic_000368,opt_001471,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001839,q_paramedic_000368,opt_001472,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001840,q_paramedic_000368,,teaching_point,Review Asthma Copd and repeat a linked scenario if missed twice.
rat_001841,q_paramedic_000369,opt_001473,incorrect_option,The other actions delay patient-centered care.
rat_001842,q_paramedic_000369,opt_001474,incorrect_option,The other actions delay patient-centered care.
rat_001843,q_paramedic_000369,opt_001475,incorrect_option,The other actions delay patient-centered care.
rat_001844,q_paramedic_000369,opt_001476,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001845,q_paramedic_000369,,teaching_point,Review Pulmonary Edema and repeat a linked scenario if missed twice.
rat_001846,q_paramedic_000370,opt_001477,correct,Trends and response guide receiving care.
rat_001847,q_paramedic_000370,opt_001478,incorrect_option,The other options are irrelevant or unsafe.
rat_001848,q_paramedic_000370,opt_001479,incorrect_option,The other options are irrelevant or unsafe.
rat_001849,q_paramedic_000370,opt_001480,incorrect_option,The other options are irrelevant or unsafe.
rat_001850,q_paramedic_000370,,teaching_point,Review Anaphylaxis Airway and repeat a linked scenario if missed twice.
rat_001851,q_paramedic_000371,opt_001481,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001852,q_paramedic_000371,opt_001482,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001853,q_paramedic_000371,opt_001483,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001854,q_paramedic_000371,opt_001484,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001855,q_paramedic_000371,,teaching_point,Review Ventilation Monitoring and repeat a linked scenario if missed twice.
rat_001856,q_paramedic_000372,opt_001485,incorrect_option,The distractors delay assessment or treatment.
rat_001857,q_paramedic_000372,opt_001486,correct,Primary assessment and life threats come before detailed history.
rat_001858,q_paramedic_000372,opt_001487,incorrect_option,The distractors delay assessment or treatment.
rat_001859,q_paramedic_000372,opt_001488,incorrect_option,The distractors delay assessment or treatment.
rat_001860,q_paramedic_000372,,teaching_point,Review Cardiac Anatomy and repeat a linked scenario if missed twice.
rat_001861,q_paramedic_000373,opt_001489,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001862,q_paramedic_000373,opt_001490,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001863,q_paramedic_000373,opt_001491,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001864,q_paramedic_000373,opt_001492,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001865,q_paramedic_000373,,teaching_point,Review Chest Pain and repeat a linked scenario if missed twice.
rat_001866,q_paramedic_000374,opt_001493,incorrect_option,The other actions delay patient-centered care.
rat_001867,q_paramedic_000374,opt_001494,incorrect_option,The other actions delay patient-centered care.
rat_001868,q_paramedic_000374,opt_001495,incorrect_option,The other actions delay patient-centered care.
rat_001869,q_paramedic_000374,opt_001496,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001870,q_paramedic_000374,,teaching_point,Review Acs and repeat a linked scenario if missed twice.
rat_001871,q_paramedic_000375,opt_001497,correct,Trends and response guide receiving care.
rat_001872,q_paramedic_000375,opt_001498,incorrect_option,The other options are irrelevant or unsafe.
rat_001873,q_paramedic_000375,opt_001499,incorrect_option,The other options are irrelevant or unsafe.
rat_001874,q_paramedic_000375,opt_001500,incorrect_option,The other options are irrelevant or unsafe.
rat_001875,q_paramedic_000375,,teaching_point,Review Heart Failure and repeat a linked scenario if missed twice.
rat_001876,q_paramedic_000376,opt_001501,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001877,q_paramedic_000376,opt_001502,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001878,q_paramedic_000376,opt_001503,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001879,q_paramedic_000376,opt_001504,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001880,q_paramedic_000376,,teaching_point,Review Cardiac Arrest and repeat a linked scenario if missed twice.
rat_001881,q_paramedic_000377,opt_001505,incorrect_option,The distractors delay assessment or treatment.
rat_001882,q_paramedic_000377,opt_001506,correct,Primary assessment and life threats come before detailed history.
rat_001883,q_paramedic_000377,opt_001507,incorrect_option,The distractors delay assessment or treatment.
rat_001884,q_paramedic_000377,opt_001508,incorrect_option,The distractors delay assessment or treatment.
rat_001885,q_paramedic_000377,,teaching_point,Review Bradycardia and repeat a linked scenario if missed twice.
rat_001886,q_paramedic_000378,opt_001509,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001887,q_paramedic_000378,opt_001510,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001888,q_paramedic_000378,opt_001511,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001889,q_paramedic_000378,opt_001512,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001890,q_paramedic_000378,,teaching_point,Review Tachycardia and repeat a linked scenario if missed twice.
rat_001891,q_paramedic_000379,opt_001513,incorrect_option,The other actions delay patient-centered care.
rat_001892,q_paramedic_000379,opt_001514,incorrect_option,The other actions delay patient-centered care.
rat_001893,q_paramedic_000379,opt_001515,incorrect_option,The other actions delay patient-centered care.
rat_001894,q_paramedic_000379,opt_001516,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001895,q_paramedic_000379,,teaching_point,Review Shockable Rhythms and repeat a linked scenario if missed twice.
rat_001896,q_paramedic_000380,opt_001517,correct,Trends and response guide receiving care.
rat_001897,q_paramedic_000380,opt_001518,incorrect_option,The other options are irrelevant or unsafe.
rat_001898,q_paramedic_000380,opt_001519,incorrect_option,The other options are irrelevant or unsafe.
rat_001899,q_paramedic_000380,opt_001520,incorrect_option,The other options are irrelevant or unsafe.
rat_001900,q_paramedic_000380,,teaching_point,Review Ecg Basics and repeat a linked scenario if missed twice.
rat_001901,q_paramedic_000381,opt_001521,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001902,q_paramedic_000381,opt_001522,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001903,q_paramedic_000381,opt_001523,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001904,q_paramedic_000381,opt_001524,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001905,q_paramedic_000381,,teaching_point,Review Twelve Lead and repeat a linked scenario if missed twice.
rat_001906,q_paramedic_000382,opt_001525,incorrect_option,The distractors delay assessment or treatment.
rat_001907,q_paramedic_000382,opt_001526,correct,Primary assessment and life threats come before detailed history.
rat_001908,q_paramedic_000382,opt_001527,incorrect_option,The distractors delay assessment or treatment.
rat_001909,q_paramedic_000382,opt_001528,incorrect_option,The distractors delay assessment or treatment.
rat_001910,q_paramedic_000382,,teaching_point,Review Stemi Recognition and repeat a linked scenario if missed twice.
rat_001911,q_paramedic_000383,opt_001529,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001912,q_paramedic_000383,opt_001530,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001913,q_paramedic_000383,opt_001531,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001914,q_paramedic_000383,opt_001532,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001915,q_paramedic_000383,,teaching_point,Review Post Rosc and repeat a linked scenario if missed twice.
rat_001916,q_paramedic_000384,opt_001533,incorrect_option,The other actions delay patient-centered care.
rat_001917,q_paramedic_000384,opt_001534,incorrect_option,The other actions delay patient-centered care.
rat_001918,q_paramedic_000384,opt_001535,incorrect_option,The other actions delay patient-centered care.
rat_001919,q_paramedic_000384,opt_001536,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001920,q_paramedic_000384,,teaching_point,Review Bleeding Control and repeat a linked scenario if missed twice.
rat_001921,q_paramedic_000385,opt_001537,correct,Trends and response guide receiving care.
rat_001922,q_paramedic_000385,opt_001538,incorrect_option,The other options are irrelevant or unsafe.
rat_001923,q_paramedic_000385,opt_001539,incorrect_option,The other options are irrelevant or unsafe.
rat_001924,q_paramedic_000385,opt_001540,incorrect_option,The other options are irrelevant or unsafe.
rat_001925,q_paramedic_000385,,teaching_point,Review Shock Trauma and repeat a linked scenario if missed twice.
rat_001926,q_paramedic_000386,opt_001541,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001927,q_paramedic_000386,opt_001542,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001928,q_paramedic_000386,opt_001543,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001929,q_paramedic_000386,opt_001544,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001930,q_paramedic_000386,,teaching_point,Review Head Injury and repeat a linked scenario if missed twice.
rat_001931,q_paramedic_000387,opt_001545,incorrect_option,The distractors delay assessment or treatment.
rat_001932,q_paramedic_000387,opt_001546,correct,Primary assessment and life threats come before detailed history.
rat_001933,q_paramedic_000387,opt_001547,incorrect_option,The distractors delay assessment or treatment.
rat_001934,q_paramedic_000387,opt_001548,incorrect_option,The distractors delay assessment or treatment.
rat_001935,q_paramedic_000387,,teaching_point,Review Spinal Motion and repeat a linked scenario if missed twice.
rat_001936,q_paramedic_000388,opt_001549,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001937,q_paramedic_000388,opt_001550,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001938,q_paramedic_000388,opt_001551,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001939,q_paramedic_000388,opt_001552,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001940,q_paramedic_000388,,teaching_point,Review Chest Trauma and repeat a linked scenario if missed twice.
rat_001941,q_paramedic_000389,opt_001553,incorrect_option,The other actions delay patient-centered care.
rat_001942,q_paramedic_000389,opt_001554,incorrect_option,The other actions delay patient-centered care.
rat_001943,q_paramedic_000389,opt_001555,incorrect_option,The other actions delay patient-centered care.
rat_001944,q_paramedic_000389,opt_001556,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001945,q_paramedic_000389,,teaching_point,Review Abdominal Trauma and repeat a linked scenario if missed twice.
rat_001946,q_paramedic_000390,opt_001557,correct,Trends and response guide receiving care.
rat_001947,q_paramedic_000390,opt_001558,incorrect_option,The other options are irrelevant or unsafe.
rat_001948,q_paramedic_000390,opt_001559,incorrect_option,The other options are irrelevant or unsafe.
rat_001949,q_paramedic_000390,opt_001560,incorrect_option,The other options are irrelevant or unsafe.
rat_001950,q_paramedic_000390,,teaching_point,Review Pelvic Injury and repeat a linked scenario if missed twice.
rat_001951,q_paramedic_000391,opt_001561,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001952,q_paramedic_000391,opt_001562,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001953,q_paramedic_000391,opt_001563,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001954,q_paramedic_000391,opt_001564,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001955,q_paramedic_000391,,teaching_point,Review Extremity Injury and repeat a linked scenario if missed twice.
rat_001956,q_paramedic_000392,opt_001565,incorrect_option,The distractors delay assessment or treatment.
rat_001957,q_paramedic_000392,opt_001566,correct,Primary assessment and life threats come before detailed history.
rat_001958,q_paramedic_000392,opt_001567,incorrect_option,The distractors delay assessment or treatment.
rat_001959,q_paramedic_000392,opt_001568,incorrect_option,The distractors delay assessment or treatment.
rat_001960,q_paramedic_000392,,teaching_point,Review Burns and repeat a linked scenario if missed twice.
rat_001961,q_paramedic_000393,opt_001569,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001962,q_paramedic_000393,opt_001570,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001963,q_paramedic_000393,opt_001571,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001964,q_paramedic_000393,opt_001572,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001965,q_paramedic_000393,,teaching_point,Review Crush Injury and repeat a linked scenario if missed twice.
rat_001966,q_paramedic_000394,opt_001573,incorrect_option,The other actions delay patient-centered care.
rat_001967,q_paramedic_000394,opt_001574,incorrect_option,The other actions delay patient-centered care.
rat_001968,q_paramedic_000394,opt_001575,incorrect_option,The other actions delay patient-centered care.
rat_001969,q_paramedic_000394,opt_001576,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001970,q_paramedic_000394,,teaching_point,Review Trauma Triage and repeat a linked scenario if missed twice.
rat_001971,q_paramedic_000395,opt_001577,correct,Trends and response guide receiving care.
rat_001972,q_paramedic_000395,opt_001578,incorrect_option,The other options are irrelevant or unsafe.
rat_001973,q_paramedic_000395,opt_001579,incorrect_option,The other options are irrelevant or unsafe.
rat_001974,q_paramedic_000395,opt_001580,incorrect_option,The other options are irrelevant or unsafe.
rat_001975,q_paramedic_000395,,teaching_point,Review Special Trauma and repeat a linked scenario if missed twice.
rat_001976,q_paramedic_000396,opt_001581,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001977,q_paramedic_000396,opt_001582,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001978,q_paramedic_000396,opt_001583,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001979,q_paramedic_000396,opt_001584,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001980,q_paramedic_000396,,teaching_point,Review Altered Mental Status and repeat a linked scenario if missed twice.
rat_001981,q_paramedic_000397,opt_001585,incorrect_option,The distractors delay assessment or treatment.
rat_001982,q_paramedic_000397,opt_001586,correct,Primary assessment and life threats come before detailed history.
rat_001983,q_paramedic_000397,opt_001587,incorrect_option,The distractors delay assessment or treatment.
rat_001984,q_paramedic_000397,opt_001588,incorrect_option,The distractors delay assessment or treatment.
rat_001985,q_paramedic_000397,,teaching_point,Review Stroke and repeat a linked scenario if missed twice.
rat_001986,q_paramedic_000398,opt_001589,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001987,q_paramedic_000398,opt_001590,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001988,q_paramedic_000398,opt_001591,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001989,q_paramedic_000398,opt_001592,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001990,q_paramedic_000398,,teaching_point,Review Seizure and repeat a linked scenario if missed twice.
rat_001991,q_paramedic_000399,opt_001593,incorrect_option,The other actions delay patient-centered care.
rat_001992,q_paramedic_000399,opt_001594,incorrect_option,The other actions delay patient-centered care.
rat_001993,q_paramedic_000399,opt_001595,incorrect_option,The other actions delay patient-centered care.
rat_001994,q_paramedic_000399,opt_001596,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001995,q_paramedic_000399,,teaching_point,Review Diabetes and repeat a linked scenario if missed twice.
rat_001996,q_paramedic_000400,opt_001597,correct,Trends and response guide receiving care.
rat_001997,q_paramedic_000400,opt_001598,incorrect_option,The other options are irrelevant or unsafe.
rat_001998,q_paramedic_000400,opt_001599,incorrect_option,The other options are irrelevant or unsafe.
rat_001999,q_paramedic_000400,opt_001600,incorrect_option,The other options are irrelevant or unsafe.
rat_002000,q_paramedic_000400,,teaching_point,Review Toxicology and repeat a linked scenario if missed twice.
rat_002001,q_paramedic_000401,opt_001601,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002002,q_paramedic_000401,opt_001602,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002003,q_paramedic_000401,opt_001603,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002004,q_paramedic_000401,opt_001604,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002005,q_paramedic_000401,,teaching_point,Review Sepsis and repeat a linked scenario if missed twice.
rat_002006,q_paramedic_000402,opt_001605,incorrect_option,The distractors delay assessment or treatment.
rat_002007,q_paramedic_000402,opt_001606,correct,Primary assessment and life threats come before detailed history.
rat_002008,q_paramedic_000402,opt_001607,incorrect_option,The distractors delay assessment or treatment.
rat_002009,q_paramedic_000402,opt_001608,incorrect_option,The distractors delay assessment or treatment.
rat_002010,q_paramedic_000402,,teaching_point,Review Abdominal Pain and repeat a linked scenario if missed twice.
rat_002011,q_paramedic_000403,opt_001609,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002012,q_paramedic_000403,opt_001610,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002013,q_paramedic_000403,opt_001611,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002014,q_paramedic_000403,opt_001612,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002015,q_paramedic_000403,,teaching_point,Review Renal and repeat a linked scenario if missed twice.
rat_002016,q_paramedic_000404,opt_001613,incorrect_option,The other actions delay patient-centered care.
rat_002017,q_paramedic_000404,opt_001614,incorrect_option,The other actions delay patient-centered care.
rat_002018,q_paramedic_000404,opt_001615,incorrect_option,The other actions delay patient-centered care.
rat_002019,q_paramedic_000404,opt_001616,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002020,q_paramedic_000404,,teaching_point,Review Behavioral Crisis and repeat a linked scenario if missed twice.
rat_002021,q_paramedic_000405,opt_001617,correct,Trends and response guide receiving care.
rat_002022,q_paramedic_000405,opt_001618,incorrect_option,The other options are irrelevant or unsafe.
rat_002023,q_paramedic_000405,opt_001619,incorrect_option,The other options are irrelevant or unsafe.
rat_002024,q_paramedic_000405,opt_001620,incorrect_option,The other options are irrelevant or unsafe.
rat_002025,q_paramedic_000405,,teaching_point,Review Ob Delivery and repeat a linked scenario if missed twice.
rat_002026,q_paramedic_000406,opt_001621,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002027,q_paramedic_000406,opt_001622,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002028,q_paramedic_000406,opt_001623,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002029,q_paramedic_000406,opt_001624,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002030,q_paramedic_000406,,teaching_point,Review Neonatal Resuscitation and repeat a linked scenario if missed twice.
rat_002031,q_paramedic_000407,opt_001625,incorrect_option,The distractors delay assessment or treatment.
rat_002032,q_paramedic_000407,opt_001626,correct,Primary assessment and life threats come before detailed history.
rat_002033,q_paramedic_000407,opt_001627,incorrect_option,The distractors delay assessment or treatment.
rat_002034,q_paramedic_000407,opt_001628,incorrect_option,The distractors delay assessment or treatment.
rat_002035,q_paramedic_000407,,teaching_point,Review Pediatrics and repeat a linked scenario if missed twice.
rat_002036,q_paramedic_000408,opt_001629,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002037,q_paramedic_000408,opt_001630,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002038,q_paramedic_000408,opt_001631,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002039,q_paramedic_000408,opt_001632,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002040,q_paramedic_000408,,teaching_point,Review Geriatrics and repeat a linked scenario if missed twice.
rat_002041,q_paramedic_000409,opt_001633,incorrect_option,The other actions delay patient-centered care.
rat_002042,q_paramedic_000409,opt_001634,incorrect_option,The other actions delay patient-centered care.
rat_002043,q_paramedic_000409,opt_001635,incorrect_option,The other actions delay patient-centered care.
rat_002044,q_paramedic_000409,opt_001636,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002045,q_paramedic_000409,,teaching_point,Review Allergy Anaphylaxis and repeat a linked scenario if missed twice.
rat_002046,q_paramedic_000410,opt_001637,correct,Trends and response guide receiving care.
rat_002047,q_paramedic_000410,opt_001638,incorrect_option,The other options are irrelevant or unsafe.
rat_002048,q_paramedic_000410,opt_001639,incorrect_option,The other options are irrelevant or unsafe.
rat_002049,q_paramedic_000410,opt_001640,incorrect_option,The other options are irrelevant or unsafe.
rat_002050,q_paramedic_000410,,teaching_point,Review Scene Safety and repeat a linked scenario if missed twice.
rat_002051,q_paramedic_000411,opt_001641,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002052,q_paramedic_000411,opt_001642,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002053,q_paramedic_000411,opt_001643,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002054,q_paramedic_000411,opt_001644,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002055,q_paramedic_000411,,teaching_point,Review Ppe Infection Control and repeat a linked scenario if missed twice.
rat_002056,q_paramedic_000412,opt_001645,incorrect_option,The distractors delay assessment or treatment.
rat_002057,q_paramedic_000412,opt_001646,correct,Primary assessment and life threats come before detailed history.
rat_002058,q_paramedic_000412,opt_001647,incorrect_option,The distractors delay assessment or treatment.
rat_002059,q_paramedic_000412,opt_001648,incorrect_option,The distractors delay assessment or treatment.
rat_002060,q_paramedic_000412,,teaching_point,Review Hazmat Awareness and repeat a linked scenario if missed twice.
rat_002061,q_paramedic_000413,opt_001649,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002062,q_paramedic_000413,opt_001650,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002063,q_paramedic_000413,opt_001651,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002064,q_paramedic_000413,opt_001652,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002065,q_paramedic_000413,,teaching_point,Review Mci Triage and repeat a linked scenario if missed twice.
rat_002066,q_paramedic_000414,opt_001653,incorrect_option,The other actions delay patient-centered care.
rat_002067,q_paramedic_000414,opt_001654,incorrect_option,The other actions delay patient-centered care.
rat_002068,q_paramedic_000414,opt_001655,incorrect_option,The other actions delay patient-centered care.
rat_002069,q_paramedic_000414,opt_001656,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002070,q_paramedic_000414,,teaching_point,Review Radio Report and repeat a linked scenario if missed twice.
rat_002071,q_paramedic_000415,opt_001657,correct,Trends and response guide receiving care.
rat_002072,q_paramedic_000415,opt_001658,incorrect_option,The other options are irrelevant or unsafe.
rat_002073,q_paramedic_000415,opt_001659,incorrect_option,The other options are irrelevant or unsafe.
rat_002074,q_paramedic_000415,opt_001660,incorrect_option,The other options are irrelevant or unsafe.
rat_002075,q_paramedic_000415,,teaching_point,Review Documentation and repeat a linked scenario if missed twice.
rat_002076,q_paramedic_000416,opt_001661,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002077,q_paramedic_000416,opt_001662,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002078,q_paramedic_000416,opt_001663,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002079,q_paramedic_000416,opt_001664,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002080,q_paramedic_000416,,teaching_point,Review Legal Consent and repeat a linked scenario if missed twice.
rat_002081,q_paramedic_000417,opt_001665,incorrect_option,The distractors delay assessment or treatment.
rat_002082,q_paramedic_000417,opt_001666,correct,Primary assessment and life threats come before detailed history.
rat_002083,q_paramedic_000417,opt_001667,incorrect_option,The distractors delay assessment or treatment.
rat_002084,q_paramedic_000417,opt_001668,incorrect_option,The distractors delay assessment or treatment.
rat_002085,q_paramedic_000417,,teaching_point,Review Refusal and repeat a linked scenario if missed twice.
rat_002086,q_paramedic_000418,opt_001669,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002087,q_paramedic_000418,opt_001670,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002088,q_paramedic_000418,opt_001671,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002089,q_paramedic_000418,opt_001672,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002090,q_paramedic_000418,,teaching_point,Review Interfacility and repeat a linked scenario if missed twice.
rat_002091,q_paramedic_000419,opt_001673,incorrect_option,The other actions delay patient-centered care.
rat_002092,q_paramedic_000419,opt_001674,incorrect_option,The other actions delay patient-centered care.
rat_002093,q_paramedic_000419,opt_001675,incorrect_option,The other actions delay patient-centered care.
rat_002094,q_paramedic_000419,opt_001676,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002095,q_paramedic_000419,,teaching_point,Review Wellness Resilience and repeat a linked scenario if missed twice.
rat_002096,q_paramedic_000420,opt_001677,correct,Trends and response guide receiving care.
rat_002097,q_paramedic_000420,opt_001678,incorrect_option,The other options are irrelevant or unsafe.
rat_002098,q_paramedic_000420,opt_001679,incorrect_option,The other options are irrelevant or unsafe.
rat_002099,q_paramedic_000420,opt_001680,incorrect_option,The other options are irrelevant or unsafe.
rat_002100,q_paramedic_000420,,teaching_point,Review Ambulance Ops and repeat a linked scenario if missed twice.
rat_002101,q_paramedic_000421,opt_001681,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002102,q_paramedic_000421,opt_001682,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002103,q_paramedic_000421,opt_001683,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002104,q_paramedic_000421,opt_001684,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002105,q_paramedic_000421,,teaching_point,Review Quality Improvement and repeat a linked scenario if missed twice.
rat_002106,q_paramedic_000422,opt_001685,incorrect_option,The distractors delay assessment or treatment.
rat_002107,q_paramedic_000422,opt_001686,correct,Primary assessment and life threats come before detailed history.
rat_002108,q_paramedic_000422,opt_001687,incorrect_option,The distractors delay assessment or treatment.
rat_002109,q_paramedic_000422,opt_001688,incorrect_option,The distractors delay assessment or treatment.
rat_002110,q_paramedic_000422,,teaching_point,Review Anatomy Physiology and repeat a linked scenario if missed twice.
rat_002111,q_paramedic_000423,opt_001689,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002112,q_paramedic_000423,opt_001690,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002113,q_paramedic_000423,opt_001691,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_002114,q_paramedic_000423,opt_001692,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_002115,q_paramedic_000423,,teaching_point,Review Medical Terminology and repeat a linked scenario if missed twice.
rat_002116,q_paramedic_000424,opt_001693,incorrect_option,The other actions delay patient-centered care.
rat_002117,q_paramedic_000424,opt_001694,incorrect_option,The other actions delay patient-centered care.
rat_002118,q_paramedic_000424,opt_001695,incorrect_option,The other actions delay patient-centered care.
rat_002119,q_paramedic_000424,opt_001696,correct,"Deterioration requires reassessment, intervention, and communication."
rat_002120,q_paramedic_000424,,teaching_point,Review Pathophysiology and repeat a linked scenario if missed twice.
rat_002121,q_paramedic_000425,opt_001697,correct,Trends and response guide receiving care.
rat_002122,q_paramedic_000425,opt_001698,incorrect_option,The other options are irrelevant or unsafe.
rat_002123,q_paramedic_000425,opt_001699,incorrect_option,The other options are irrelevant or unsafe.
rat_002124,q_paramedic_000425,opt_001700,incorrect_option,The other options are irrelevant or unsafe.
rat_002125,q_paramedic_000425,,teaching_point,Review Pharmacology Basics and repeat a linked scenario if missed twice.
rat_002126,q_paramedic_000426,opt_001701,correct,Airway compromise threatens oxygenation and ventilation first.
rat_002127,q_paramedic_000426,opt_001702,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002128,q_paramedic_000426,opt_001703,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002129,q_paramedic_000426,opt_001704,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_002130,q_paramedic_000426,,teaching_point,Review Medication Math and repeat a linked scenario if missed twice.
rat_002131,q_paramedic_000427,opt_001705,incorrect_option,The distractors delay assessment or treatment.
rat_002132,q_paramedic_000427,opt_001706,correct,Primary assessment and life threats come before detailed history.
rat_002133,q_paramedic_000427,opt_001707,incorrect_option,The distractors delay assessment or treatment.
rat_002134,q_paramedic_000427,opt_001708,incorrect_option,The distractors delay assessment or treatment.
rat_002135,q_paramedic_000427,,teaching_point,Review Ecg Fundamentals and repeat a linked scenario if missed twice.
rat_002136,q_paramedic_000428,opt_001709,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
