option_id,question_id,option_key,option_text,display_order,is_correct
opt_001347,q_paramedic_000337,C,Complete the refusal form,3,False
opt_001348,q_paramedic_000337,D,Wait for ALS before touching the patient,4,False
opt_001349,q_paramedic_000338,A,Hypotension,1,True
opt_001350,q_paramedic_000338,B,Mild isolated nausea,2,False
opt_001351,q_paramedic_000338,C,Altered mental status,3,True
opt_001352,q_paramedic_000338,D,Normal capillary refill,4,False
opt_001353,q_paramedic_000339,A,Finish the narrative,1,False
opt_001354,q_paramedic_000339,B,Call the supervisor first,2,False
opt_001355,q_paramedic_000339,C,Ignore changes if destination is close,3,False
opt_001356,q_paramedic_000339,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001357,q_paramedic_000340,A,Trend in vitals and response to treatment,1,True
opt_001358,q_paramedic_000340,B,Your lunch status,2,False
opt_001359,q_paramedic_000340,C,Unverified bystander rumor,3,False
opt_001360,q_paramedic_000340,D,Exact brand of stretcher,4,False
opt_001361,q_paramedic_000341,A,Airway compromise,1,True
opt_001362,q_paramedic_000341,B,Mild anxiety,2,False
opt_001363,q_paramedic_000341,C,Normal skin color,3,False
opt_001364,q_paramedic_000341,D,Stable vital signs,4,False
opt_001365,q_paramedic_000342,A,Ask a detailed medication history,1,False
opt_001366,q_paramedic_000342,B,Perform a primary assessment and correct life threats,2,True
opt_001367,q_paramedic_000342,C,Complete the refusal form,3,False
opt_001368,q_paramedic_000342,D,Wait for ALS before touching the patient,4,False
opt_001369,q_paramedic_000343,A,Hypotension,1,True
opt_001370,q_paramedic_000343,B,Mild isolated nausea,2,False
opt_001371,q_paramedic_000343,C,Altered mental status,3,True
opt_001372,q_paramedic_000343,D,Normal capillary refill,4,False
opt_001373,q_paramedic_000344,A,Finish the narrative,1,False
opt_001374,q_paramedic_000344,B,Call the supervisor first,2,False
opt_001375,q_paramedic_000344,C,Ignore changes if destination is close,3,False
opt_001376,q_paramedic_000344,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001377,q_paramedic_000345,A,Trend in vitals and response to treatment,1,True
opt_001378,q_paramedic_000345,B,Your lunch status,2,False
opt_001379,q_paramedic_000345,C,Unverified bystander rumor,3,False
opt_001380,q_paramedic_000345,D,Exact brand of stretcher,4,False
opt_001381,q_paramedic_000346,A,Airway compromise,1,True
opt_001382,q_paramedic_000346,B,Mild anxiety,2,False
opt_001383,q_paramedic_000346,C,Normal skin color,3,False
opt_001384,q_paramedic_000346,D,Stable vital signs,4,False
opt_001385,q_paramedic_000347,A,Ask a detailed medication history,1,False
opt_001386,q_paramedic_000347,B,Perform a primary assessment and correct life threats,2,True
opt_001387,q_paramedic_000347,C,Complete the refusal form,3,False
opt_001388,q_paramedic_000347,D,Wait for ALS before touching the patient,4,False
opt_001389,q_paramedic_000348,A,Hypotension,1,True
opt_001390,q_paramedic_000348,B,Mild isolated nausea,2,False
opt_001391,q_paramedic_000348,C,Altered mental status,3,True
opt_001392,q_paramedic_000348,D,Normal capillary refill,4,False
opt_001393,q_paramedic_000349,A,Finish the narrative,1,False
opt_001394,q_paramedic_000349,B,Call the supervisor first,2,False
opt_001395,q_paramedic_000349,C,Ignore changes if destination is close,3,False
opt_001396,q_paramedic_000349,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001397,q_paramedic_000350,A,Trend in vitals and response to treatment,1,True
opt_001398,q_paramedic_000350,B,Your lunch status,2,False
opt_001399,q_paramedic_000350,C,Unverified bystander rumor,3,False
opt_001400,q_paramedic_000350,D,Exact brand of stretcher,4,False
opt_001401,q_paramedic_000351,A,Airway compromise,1,True
opt_001402,q_paramedic_000351,B,Mild anxiety,2,False
opt_001403,q_paramedic_000351,C,Normal skin color,3,False
opt_001404,q_paramedic_000351,D,Stable vital signs,4,False
opt_001405,q_paramedic_000352,A,Ask a detailed medication history,1,False
opt_001406,q_paramedic_000352,B,Perform a primary assessment and correct life threats,2,True
opt_001407,q_paramedic_000352,C,Complete the refusal form,3,False
opt_001408,q_paramedic_000352,D,Wait for ALS before touching the patient,4,False
opt_001409,q_paramedic_000353,A,Hypotension,1,True
opt_001410,q_paramedic_000353,B,Mild isolated nausea,2,False
opt_001411,q_paramedic_000353,C,Altered mental status,3,True
opt_001412,q_paramedic_000353,D,Normal capillary refill,4,False
opt_001413,q_paramedic_000354,A,Finish the narrative,1,False
opt_001414,q_paramedic_000354,B,Call the supervisor first,2,False
opt_001415,q_paramedic_000354,C,Ignore changes if destination is close,3,False
opt_001416,q_paramedic_000354,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001417,q_paramedic_000355,A,Trend in vitals and response to treatment,1,True
opt_001418,q_paramedic_000355,B,Your lunch status,2,False
opt_001419,q_paramedic_000355,C,Unverified bystander rumor,3,False
opt_001420,q_paramedic_000355,D,Exact brand of stretcher,4,False
opt_001421,q_paramedic_000356,A,Airway compromise,1,True
opt_001422,q_paramedic_000356,B,Mild anxiety,2,False
opt_001423,q_paramedic_000356,C,Normal skin color,3,False
opt_001424,q_paramedic_000356,D,Stable vital signs,4,False
opt_001425,q_paramedic_000357,A,Ask a detailed medication history,1,False
opt_001426,q_paramedic_000357,B,Perform a primary assessment and correct life threats,2,True
opt_001427,q_paramedic_000357,C,Complete the refusal form,3,False
opt_001428,q_paramedic_000357,D,Wait for ALS before touching the patient,4,False
opt_001429,q_paramedic_000358,A,Hypotension,1,True
opt_001430,q_paramedic_000358,B,Mild isolated nausea,2,False
opt_001431,q_paramedic_000358,C,Altered mental status,3,True
opt_001432,q_paramedic_000358,D,Normal capillary refill,4,False
opt_001433,q_paramedic_000359,A,Finish the narrative,1,False
opt_001434,q_paramedic_000359,B,Call the supervisor first,2,False
opt_001435,q_paramedic_000359,C,Ignore changes if destination is close,3,False
opt_001436,q_paramedic_000359,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001437,q_paramedic_000360,A,Trend in vitals and response to treatment,1,True
opt_001438,q_paramedic_000360,B,Your lunch status,2,False
opt_001439,q_paramedic_000360,C,Unverified bystander rumor,3,False
opt_001440,q_paramedic_000360,D,Exact brand of stretcher,4,False
opt_001441,q_paramedic_000361,A,Airway compromise,1,True
opt_001442,q_paramedic_000361,B,Mild anxiety,2,False
opt_001443,q_paramedic_000361,C,Normal skin color,3,False
opt_001444,q_paramedic_000361,D,Stable vital signs,4,False
opt_001445,q_paramedic_000362,A,Ask a detailed medication history,1,False
opt_001446,q_paramedic_000362,B,Perform a primary assessment and correct life threats,2,True
opt_001447,q_paramedic_000362,C,Complete the refusal form,3,False
opt_001448,q_paramedic_000362,D,Wait for ALS before touching the patient,4,False
opt_001449,q_paramedic_000363,A,Hypotension,1,True
opt_001450,q_paramedic_000363,B,Mild isolated nausea,2,False
opt_001451,q_paramedic_000363,C,Altered mental status,3,True
opt_001452,q_paramedic_000363,D,Normal capillary refill,4,False
opt_001453,q_paramedic_000364,A,Finish the narrative,1,False
opt_001454,q_paramedic_000364,B,Call the supervisor first,2,False
opt_001455,q_paramedic_000364,C,Ignore changes if destination is close,3,False
opt_001456,q_paramedic_000364,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001457,q_paramedic_000365,A,Trend in vitals and response to treatment,1,True
opt_001458,q_paramedic_000365,B,Your lunch status,2,False
opt_001459,q_paramedic_000365,C,Unverified bystander rumor,3,False
opt_001460,q_paramedic_000365,D,Exact brand of stretcher,4,False
opt_001461,q_paramedic_000366,A,Airway compromise,1,True
opt_001462,q_paramedic_000366,B,Mild anxiety,2,False
opt_001463,q_paramedic_000366,C,Normal skin color,3,False
opt_001464,q_paramedic_000366,D,Stable vital signs,4,False
opt_001465,q_paramedic_000367,A,Ask a detailed medication history,1,False
opt_001466,q_paramedic_000367,B,Perform a primary assessment and correct life threats,2,True
opt_001467,q_paramedic_000367,C,Complete the refusal form,3,False
opt_001468,q_paramedic_000367,D,Wait for ALS before touching the patient,4,False
opt_001469,q_paramedic_000368,A,Hypotension,1,True
opt_001470,q_paramedic_000368,B,Mild isolated nausea,2,False
opt_001471,q_paramedic_000368,C,Altered mental status,3,True
opt_001472,q_paramedic_000368,D,Normal capillary refill,4,False
opt_001473,q_paramedic_000369,A,Finish the narrative,1,False
opt_001474,q_paramedic_000369,B,Call the supervisor first,2,False
opt_001475,q_paramedic_000369,C,Ignore changes if destination is close,3,False
opt_001476,q_paramedic_000369,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001477,q_paramedic_000370,A,Trend in vitals and response to treatment,1,True
opt_001478,q_paramedic_000370,B,Your lunch status,2,False
opt_001479,q_paramedic_000370,C,Unverified bystander rumor,3,False
opt_001480,q_paramedic_000370,D,Exact brand of stretcher,4,False
opt_001481,q_paramedic_000371,A,Airway compromise,1,True
opt_001482,q_paramedic_000371,B,Mild anxiety,2,False
opt_001483,q_paramedic_000371,C,Normal skin color,3,False
opt_001484,q_paramedic_000371,D,Stable vital signs,4,False
opt_001485,q_paramedic_000372,A,Ask a detailed medication history,1,False
opt_001486,q_paramedic_000372,B,Perform a primary assessment and correct life threats,2,True
opt_001487,q_paramedic_000372,C,Complete the refusal form,3,False
opt_001488,q_paramedic_000372,D,Wait for ALS before touching the patient,4,False
opt_001489,q_paramedic_000373,A,Hypotension,1,True
opt_001490,q_paramedic_000373,B,Mild isolated nausea,2,False
opt_001491,q_paramedic_000373,C,Altered mental status,3,True
opt_001492,q_paramedic_000373,D,Normal capillary refill,4,False
opt_001493,q_paramedic_000374,A,Finish the narrative,1,False
opt_001494,q_paramedic_000374,B,Call the supervisor first,2,False
opt_001495,q_paramedic_000374,C,Ignore changes if destination is close,3,False
opt_001496,q_paramedic_000374,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001497,q_paramedic_000375,A,Trend in vitals and response to treatment,1,True
opt_001498,q_paramedic_000375,B,Your lunch status,2,False
opt_001499,q_paramedic_000375,C,Unverified bystander rumor,3,False
opt_001500,q_paramedic_000375,D,Exact brand of stretcher,4,False
opt_001501,q_paramedic_000376,A,Airway compromise,1,True
opt_001502,q_paramedic_000376,B,Mild anxiety,2,False
opt_001503,q_paramedic_000376,C,Normal skin color,3,False
opt_001504,q_paramedic_000376,D,Stable vital signs,4,False
opt_001505,q_paramedic_000377,A,Ask a detailed medication history,1,False
opt_001506,q_paramedic_000377,B,Perform a primary assessment and correct life threats,2,True
opt_001507,q_paramedic_000377,C,Complete the refusal form,3,False
opt_001508,q_paramedic_000377,D,Wait for ALS before touching the patient,4,False
opt_001509,q_paramedic_000378,A,Hypotension,1,True
opt_001510,q_paramedic_000378,B,Mild isolated nausea,2,False
opt_001511,q_paramedic_000378,C,Altered mental status,3,True
opt_001512,q_paramedic_000378,D,Normal capillary refill,4,False
opt_001513,q_paramedic_000379,A,Finish the narrative,1,False
opt_001514,q_paramedic_000379,B,Call the supervisor first,2,False
opt_001515,q_paramedic_000379,C,Ignore changes if destination is close,3,False
opt_001516,q_paramedic_000379,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001517,q_paramedic_000380,A,Trend in vitals and response to treatment,1,True
opt_001518,q_paramedic_000380,B,Your lunch status,2,False
opt_001519,q_paramedic_000380,C,Unverified bystander rumor,3,False
opt_001520,q_paramedic_000380,D,Exact brand of stretcher,4,False
opt_001521,q_paramedic_000381,A,Airway compromise,1,True
opt_001522,q_paramedic_000381,B,Mild anxiety,2,False
opt_001523,q_paramedic_000381,C,Normal skin color,3,False
opt_001524,q_paramedic_000381,D,Stable vital signs,4,False
opt_001525,q_paramedic_000382,A,Ask a detailed medication history,1,False
opt_001526,q_paramedic_000382,B,Perform a primary assessment and correct life threats,2,True
opt_001527,q_paramedic_000382,C,Complete the refusal form,3,False
opt_001528,q_paramedic_000382,D,Wait for ALS before touching the patient,4,False
opt_001529,q_paramedic_000383,A,Hypotension,1,True
opt_001530,q_paramedic_000383,B,Mild isolated nausea,2,False
opt_001531,q_paramedic_000383,C,Altered mental status,3,True
opt_001532,q_paramedic_000383,D,Normal capillary refill,4,False
opt_001533,q_paramedic_000384,A,Finish the narrative,1,False
opt_001534,q_paramedic_000384,B,Call the supervisor first,2,False
opt_001535,q_paramedic_000384,C,Ignore changes if destination is close,3,False
opt_001536,q_paramedic_000384,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001537,q_paramedic_000385,A,Trend in vitals and response to treatment,1,True
opt_001538,q_paramedic_000385,B,Your lunch status,2,False
opt_001539,q_paramedic_000385,C,Unverified bystander rumor,3,False
opt_001540,q_paramedic_000385,D,Exact brand of stretcher,4,False
opt_001541,q_paramedic_000386,A,Airway compromise,1,True
opt_001542,q_paramedic_000386,B,Mild anxiety,2,False
opt_001543,q_paramedic_000386,C,Normal skin color,3,False
opt_001544,q_paramedic_000386,D,Stable vital signs,4,False
opt_001545,q_paramedic_000387,A,Ask a detailed medication history,1,False
opt_001546,q_paramedic_000387,B,Perform a primary assessment and correct life threats,2,True
opt_001547,q_paramedic_000387,C,Complete the refusal form,3,False
opt_001548,q_paramedic_000387,D,Wait for ALS before touching the patient,4,False
opt_001549,q_paramedic_000388,A,Hypotension,1,True
opt_001550,q_paramedic_000388,B,Mild isolated nausea,2,False
opt_001551,q_paramedic_000388,C,Altered mental status,3,True
opt_001552,q_paramedic_000388,D,Normal capillary refill,4,False
opt_001553,q_paramedic_000389,A,Finish the narrative,1,False
opt_001554,q_paramedic_000389,B,Call the supervisor first,2,False
opt_001555,q_paramedic_000389,C,Ignore changes if destination is close,3,False
opt_001556,q_paramedic_000389,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001557,q_paramedic_000390,A,Trend in vitals and response to treatment,1,True
opt_001558,q_paramedic_000390,B,Your lunch status,2,False
opt_001559,q_paramedic_000390,C,Unverified bystander rumor,3,False
opt_001560,q_paramedic_000390,D,Exact brand of stretcher,4,False
opt_001561,q_paramedic_000391,A,Airway compromise,1,True
opt_001562,q_paramedic_000391,B,Mild anxiety,2,False
opt_001563,q_paramedic_000391,C,Normal skin color,3,False
opt_001564,q_paramedic_000391,D,Stable vital signs,4,False
opt_001565,q_paramedic_000392,A,Ask a detailed medication history,1,False
opt_001566,q_paramedic_000392,B,Perform a primary assessment and correct life threats,2,True
opt_001567,q_paramedic_000392,C,Complete the refusal form,3,False
opt_001568,q_paramedic_000392,D,Wait for ALS before touching the patient,4,False
opt_001569,q_paramedic_000393,A,Hypotension,1,True
opt_001570,q_paramedic_000393,B,Mild isolated nausea,2,False
opt_001571,q_paramedic_000393,C,Altered mental status,3,True
opt_001572,q_paramedic_000393,D,Normal capillary refill,4,False
opt_001573,q_paramedic_000394,A,Finish the narrative,1,False
opt_001574,q_paramedic_000394,B,Call the supervisor first,2,False
opt_001575,q_paramedic_000394,C,Ignore changes if destination is close,3,False
opt_001576,q_paramedic_000394,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001577,q_paramedic_000395,A,Trend in vitals and response to treatment,1,True
opt_001578,q_paramedic_000395,B,Your lunch status,2,False
opt_001579,q_paramedic_000395,C,Unverified bystander rumor,3,False
opt_001580,q_paramedic_000395,D,Exact brand of stretcher,4,False
opt_001581,q_paramedic_000396,A,Airway compromise,1,True
opt_001582,q_paramedic_000396,B,Mild anxiety,2,False
opt_001583,q_paramedic_000396,C,Normal skin color,3,False
opt_001584,q_paramedic_000396,D,Stable vital signs,4,False
opt_001585,q_paramedic_000397,A,Ask a detailed medication history,1,False
opt_001586,q_paramedic_000397,B,Perform a primary assessment and correct life threats,2,True
opt_001587,q_paramedic_000397,C,Complete the refusal form,3,False
opt_001588,q_paramedic_000397,D,Wait for ALS before touching the patient,4,False
opt_001589,q_paramedic_000398,A,Hypotension,1,True
opt_001590,q_paramedic_000398,B,Mild isolated nausea,2,False
opt_001591,q_paramedic_000398,C,Altered mental status,3,True
opt_001592,q_paramedic_000398,D,Normal capillary refill,4,False
opt_001593,q_paramedic_000399,A,Finish the narrative,1,False
opt_001594,q_paramedic_000399,B,Call the supervisor first,2,False
opt_001595,q_paramedic_000399,C,Ignore changes if destination is close,3,False
opt_001596,q_paramedic_000399,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001597,q_paramedic_000400,A,Trend in vitals and response to treatment,1,True
opt_001598,q_paramedic_000400,B,Your lunch status,2,False
opt_001599,q_paramedic_000400,C,Unverified bystander rumor,3,False
opt_001600,q_paramedic_000400,D,Exact brand of stretcher,4,False
opt_001601,q_paramedic_000401,A,Airway compromise,1,True
opt_001602,q_paramedic_000401,B,Mild anxiety,2,False
opt_001603,q_paramedic_000401,C,Normal skin color,3,False
opt_001604,q_paramedic_000401,D,Stable vital signs,4,False
opt_001605,q_paramedic_000402,A,Ask a detailed medication history,1,False
opt_001606,q_paramedic_000402,B,Perform a primary assessment and correct life threats,2,True
opt_001607,q_paramedic_000402,C,Complete the refusal form,3,False
opt_001608,q_paramedic_000402,D,Wait for ALS before touching the patient,4,False
opt_001609,q_paramedic_000403,A,Hypotension,1,True
opt_001610,q_paramedic_000403,B,Mild isolated nausea,2,False
opt_001611,q_paramedic_000403,C,Altered mental status,3,True
opt_001612,q_paramedic_000403,D,Normal capillary refill,4,False
opt_001613,q_paramedic_000404,A,Finish the narrative,1,False
opt_001614,q_paramedic_000404,B,Call the supervisor first,2,False
opt_001615,q_paramedic_000404,C,Ignore changes if destination is close,3,False
opt_001616,q_paramedic_000404,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001617,q_paramedic_000405,A,Trend in vitals and response to treatment,1,True
opt_001618,q_paramedic_000405,B,Your lunch status,2,False
opt_001619,q_paramedic_000405,C,Unverified bystander rumor,3,False
opt_001620,q_paramedic_000405,D,Exact brand of stretcher,4,False
opt_001621,q_paramedic_000406,A,Airway compromise,1,True
opt_001622,q_paramedic_000406,B,Mild anxiety,2,False
opt_001623,q_paramedic_000406,C,Normal skin color,3,False
opt_001624,q_paramedic_000406,D,Stable vital signs,4,False
opt_001625,q_paramedic_000407,A,Ask a detailed medication history,1,False
opt_001626,q_paramedic_000407,B,Perform a primary assessment and correct life threats,2,True
opt_001627,q_paramedic_000407,C,Complete the refusal form,3,False
opt_001628,q_paramedic_000407,D,Wait for ALS before touching the patient,4,False
opt_001629,q_paramedic_000408,A,Hypotension,1,True
opt_001630,q_paramedic_000408,B,Mild isolated nausea,2,False
opt_001631,q_paramedic_000408,C,Altered mental status,3,True
opt_001632,q_paramedic_000408,D,Normal capillary refill,4,False
opt_001633,q_paramedic_000409,A,Finish the narrative,1,False
opt_001634,q_paramedic_000409,B,Call the supervisor first,2,False
opt_001635,q_paramedic_000409,C,Ignore changes if destination is close,3,False
opt_001636,q_paramedic_000409,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001637,q_paramedic_000410,A,Trend in vitals and response to treatment,1,True
opt_001638,q_paramedic_000410,B,Your lunch status,2,False
opt_001639,q_paramedic_000410,C,Unverified bystander rumor,3,False
opt_001640,q_paramedic_000410,D,Exact brand of stretcher,4,False
opt_001641,q_paramedic_000411,A,Airway compromise,1,True
opt_001642,q_paramedic_000411,B,Mild anxiety,2,False
opt_001643,q_paramedic_000411,C,Normal skin color,3,False
opt_001644,q_paramedic_000411,D,Stable vital signs,4,False
opt_001645,q_paramedic_000412,A,Ask a detailed medication history,1,False
opt_001646,q_paramedic_000412,B,Perform a primary assessment and correct life threats,2,True
opt_001647,q_paramedic_000412,C,Complete the refusal form,3,False
opt_001648,q_paramedic_000412,D,Wait for ALS before touching the patient,4,False
opt_001649,q_paramedic_000413,A,Hypotension,1,True
opt_001650,q_paramedic_000413,B,Mild isolated nausea,2,False
opt_001651,q_paramedic_000413,C,Altered mental status,3,True
opt_001652,q_paramedic_000413,D,Normal capillary refill,4,False
opt_001653,q_paramedic_000414,A,Finish the narrative,1,False
opt_001654,q_paramedic_000414,B,Call the supervisor first,2,False
opt_001655,q_paramedic_000414,C,Ignore changes if destination is close,3,False
opt_001656,q_paramedic_000414,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001657,q_paramedic_000415,A,Trend in vitals and response to treatment,1,True
opt_001658,q_paramedic_000415,B,Your lunch status,2,False
opt_001659,q_paramedic_000415,C,Unverified bystander rumor,3,False
opt_001660,q_paramedic_000415,D,Exact brand of stretcher,4,False
opt_001661,q_paramedic_000416,A,Airway compromise,1,True
opt_001662,q_paramedic_000416,B,Mild anxiety,2,False
opt_001663,q_paramedic_000416,C,Normal skin color,3,False
opt_001664,q_paramedic_000416,D,Stable vital signs,4,False
opt_001665,q_paramedic_000417,A,Ask a detailed medication history,1,False
opt_001666,q_paramedic_000417,B,Perform a primary assessment and correct life threats,2,True
opt_001667,q_paramedic_000417,C,Complete the refusal form,3,False
opt_001668,q_paramedic_000417,D,Wait for ALS before touching the patient,4,False
opt_001669,q_paramedic_000418,A,Hypotension,1,True
opt_001670,q_paramedic_000418,B,Mild isolated nausea,2,False
opt_001671,q_paramedic_000418,C,Altered mental status,3,True
opt_001672,q_paramedic_000418,D,Normal capillary refill,4,False
opt_001673,q_paramedic_000419,A,Finish the narrative,1,False
opt_001674,q_paramedic_000419,B,Call the supervisor first,2,False
opt_001675,q_paramedic_000419,C,Ignore changes if destination is close,3,False
opt_001676,q_paramedic_000419,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001677,q_paramedic_000420,A,Trend in vitals and response to treatment,1,True
opt_001678,q_paramedic_000420,B,Your lunch status,2,False
opt_001679,q_paramedic_000420,C,Unverified bystander rumor,3,False
opt_001680,q_paramedic_000420,D,Exact brand of stretcher,4,False
opt_001681,q_paramedic_000421,A,Airway compromise,1,True
opt_001682,q_paramedic_000421,B,Mild anxiety,2,False
opt_001683,q_paramedic_000421,C,Normal skin color,3,False
opt_001684,q_paramedic_000421,D,Stable vital signs,4,False
opt_001685,q_paramedic_000422,A,Ask a detailed medication history,1,False
opt_001686,q_paramedic_000422,B,Perform a primary assessment and correct life threats,2,True
opt_001687,q_paramedic_000422,C,Complete the refusal form,3,False
opt_001688,q_paramedic_000422,D,Wait for ALS before touching the patient,4,False
opt_001689,q_paramedic_000423,A,Hypotension,1,True
opt_001690,q_paramedic_000423,B,Mild isolated nausea,2,False
opt_001691,q_paramedic_000423,C,Altered mental status,3,True
opt_001692,q_paramedic_000423,D,Normal capillary refill,4,False
opt_001693,q_paramedic_000424,A,Finish the narrative,1,False
opt_001694,q_paramedic_000424,B,Call the supervisor first,2,False
opt_001695,q_paramedic_000424,C,Ignore changes if destination is close,3,False
opt_001696,q_paramedic_000424,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001697,q_paramedic_000425,A,Trend in vitals and response to treatment,1,True
opt_001698,q_paramedic_000425,B,Your lunch status,2,False
opt_001699,q_paramedic_000425,C,Unverified bystander rumor,3,False
opt_001700,q_paramedic_000425,D,Exact brand of stretcher,4,False
opt_001701,q_paramedic_000426,A,Airway compromise,1,True
opt_001702,q_paramedic_000426,B,Mild anxiety,2,False
opt_001703,q_paramedic_000426,C,Normal skin color,3,False
opt_001704,q_paramedic_000426,D,Stable vital signs,4,False
opt_001705,q_paramedic_000427,A,Ask a detailed medication history,1,False
opt_001706,q_paramedic_000427,B,Perform a primary assessment and correct life threats,2,True
opt_001707,q_paramedic_000427,C,Complete the refusal form,3,False
opt_001708,q_paramedic_000427,D,Wait for ALS before touching the patient,4,False
opt_001709,q_paramedic_000428,A,Hypotension,1,True
opt_001710,q_paramedic_000428,B,Mild isolated nausea,2,False
opt_001711,q_paramedic_000428,C,Altered mental status,3,True
opt_001712,q_paramedic_000428,D,Normal capillary refill,4,False
opt_001713,q_paramedic_000429,A,Finish the narrative,1,False
opt_001714,q_paramedic_000429,B,Call the supervisor first,2,False
opt_001715,q_paramedic_000429,C,Ignore changes if destination is close,3,False
opt_001716,q_paramedic_000429,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001717,q_paramedic_000430,A,Trend in vitals and response to treatment,1,True
opt_001718,q_paramedic_000430,B,Your lunch status,2,False
opt_001719,q_paramedic_000430,C,Unverified bystander rumor,3,False
opt_001720,q_paramedic_000430,D,Exact brand of stretcher,4,False
opt_001721,q_paramedic_000431,A,Airway compromise,1,True
opt_001722,q_paramedic_000431,B,Mild anxiety,2,False
opt_001723,q_paramedic_000431,C,Normal skin color,3,False
opt_001724,q_paramedic_000431,D,Stable vital signs,4,False
opt_001725,q_paramedic_000432,A,Ask a detailed medication history,1,False
opt_001726,q_paramedic_000432,B,Perform a primary assessment and correct life threats,2,True
opt_001727,q_paramedic_000432,C,Complete the refusal form,3,False
opt_001728,q_paramedic_000432,D,Wait for ALS before touching the patient,4,False
opt_001729,q_paramedic_000433,A,Hypotension,1,True
opt_001730,q_paramedic_000433,B,Mild isolated nausea,2,False
opt_001731,q_paramedic_000433,C,Altered mental status,3,True
opt_001732,q_paramedic_000433,D,Normal capillary refill,4,False
opt_001733,q_paramedic_000434,A,Finish the narrative,1,False
opt_001734,q_paramedic_000434,B,Call the supervisor first,2,False
opt_001735,q_paramedic_000434,C,Ignore changes if destination is close,3,False
opt_001736,q_paramedic_000434,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001737,q_paramedic_000435,A,Trend in vitals and response to treatment,1,True
opt_001738,q_paramedic_000435,B,Your lunch status,2,False
opt_001739,q_paramedic_000435,C,Unverified bystander rumor,3,False
opt_001740,q_paramedic_000435,D,Exact brand of stretcher,4,False
opt_001741,q_paramedic_000436,A,Airway compromise,1,True
opt_001742,q_paramedic_000436,B,Mild anxiety,2,False
opt_001743,q_paramedic_000436,C,Normal skin color,3,False
opt_001744,q_paramedic_000436,D,Stable vital signs,4,False
opt_001745,q_paramedic_000437,A,Ask a detailed medication history,1,False
opt_001746,q_paramedic_000437,B,Perform a primary assessment and correct life threats,2,True
opt_001747,q_paramedic_000437,C,Complete the refusal form,3,False
opt_001748,q_paramedic_000437,D,Wait for ALS before touching the patient,4,False
opt_001749,q_paramedic_000438,A,Hypotension,1,True
opt_001750,q_paramedic_000438,B,Mild isolated nausea,2,False
opt_001751,q_paramedic_000438,C,Altered mental status,3,True
opt_001752,q_paramedic_000438,D,Normal capillary refill,4,False
opt_001753,q_paramedic_000439,A,Finish the narrative,1,False
opt_001754,q_paramedic_000439,B,Call the supervisor first,2,False
opt_001755,q_paramedic_000439,C,Ignore changes if destination is close,3,False
opt_001756,q_paramedic_000439,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001757,q_paramedic_000440,A,Trend in vitals and response to treatment,1,True
opt_001758,q_paramedic_000440,B,Your lunch status,2,False
opt_001759,q_paramedic_000440,C,Unverified bystander rumor,3,False
opt_001760,q_paramedic_000440,D,Exact brand of stretcher,4,False
opt_001761,q_paramedic_000441,A,Airway compromise,1,True
opt_001762,q_paramedic_000441,B,Mild anxiety,2,False
opt_001763,q_paramedic_000441,C,Normal skin color,3,False
opt_001764,q_paramedic_000441,D,Stable vital signs,4,False
opt_001765,q_paramedic_000442,A,Ask a detailed medication history,1,False
opt_001766,q_paramedic_000442,B,Perform a primary assessment and correct life threats,2,True
opt_001767,q_paramedic_000442,C,Complete the refusal form,3,False
opt_001768,q_paramedic_000442,D,Wait for ALS before touching the patient,4,False
opt_001769,q_paramedic_000443,A,Hypotension,1,True
opt_001770,q_paramedic_000443,B,Mild isolated nausea,2,False
opt_001771,q_paramedic_000443,C,Altered mental status,3,True
opt_001772,q_paramedic_000443,D,Normal capillary refill,4,False
opt_001773,q_paramedic_000444,A,Finish the narrative,1,False
opt_001774,q_paramedic_000444,B,Call the supervisor first,2,False
opt_001775,q_paramedic_000444,C,Ignore changes if destination is close,3,False
opt_001776,q_paramedic_000444,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
