question_id,taxonomy_id,level,scenario_id_nullable,ecg_id_nullable,item_type,difficulty_1_to_5,cognitive_level,stem,answer_format,correct_answer_key,common_trap,remediation_rule_id_nullable,national_vs_local_flag,verification_status
q_paramedic_000320,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Burns. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_paramedic_000321,,paramedic,scn_emt_000029,ecg_000010,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Crush Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_paramedic_000322,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Trauma Triage. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_paramedic_000323,,paramedic,scn_emt_000035,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Special Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_paramedic_000324,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Altered Mental Status. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_paramedic_000325,,paramedic,scn_emt_000041,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Stroke. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_paramedic_000326,,paramedic,,ecg_000003,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Seizure. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_paramedic_000327,,paramedic,scn_emt_000047,,single_best_answer,2,application,"What is the best next action? Topic focus: Diabetes. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_paramedic_000328,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Toxicology. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_paramedic_000329,,paramedic,scn_emt_000053,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Sepsis. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_paramedic_000330,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Abdominal Pain. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000331,,paramedic,scn_emt_000059,ecg_000008,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Renal. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000332,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Behavioral Crisis. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000333,,paramedic,scn_emt_000065,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Ob Delivery. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000334,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Neonatal Resuscitation. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000335,,paramedic,scn_aemt_000071,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Pediatrics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000336,,paramedic,,ecg_000001,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Geriatrics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000337,,paramedic,scn_aemt_000077,,single_best_answer,2,application,"What is the best next action? Topic focus: Allergy Anaphylaxis. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000338,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Scene Safety. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000339,,paramedic,scn_aemt_000083,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ppe Infection Control. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_paramedic_000340,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Hazmat Awareness. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_paramedic_000341,,paramedic,scn_aemt_000089,ecg_000006,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Mci Triage. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_paramedic_000342,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Radio Report. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_paramedic_000343,,paramedic,scn_aemt_000095,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Documentation. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_paramedic_000344,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Legal Consent. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_paramedic_000345,,paramedic,scn_aemt_000101,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Refusal. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_paramedic_000346,,paramedic,,ecg_000011,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Interfacility. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_paramedic_000347,,paramedic,scn_aemt_000107,,single_best_answer,2,application,"What is the best next action? Topic focus: Wellness Resilience. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_paramedic_000348,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Ambulance Ops. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_paramedic_000349,,paramedic,scn_aemt_000113,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Quality Improvement. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_paramedic_000350,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Anatomy Physiology. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000351,,paramedic,scn_aemt_000119,ecg_000004,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Medical Terminology. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000352,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Pathophysiology. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000353,,paramedic,scn_paramedic_000125,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Pharmacology Basics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000354,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Medication Math. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000355,,paramedic,scn_paramedic_000131,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ecg Fundamentals. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000356,,paramedic,,ecg_000009,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Vital Signs. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000357,,paramedic,scn_paramedic_000137,,single_best_answer,2,application,"What is the best next action? Topic focus: Assessment Frameworks. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000358,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Communication. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000359,,paramedic,scn_paramedic_000143,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Ethics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_paramedic_000360,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Airway Anatomy. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_paramedic_000361,,paramedic,scn_paramedic_000149,ecg_000002,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Airway Assessment. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_paramedic_000362,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Oxygen Delivery. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_paramedic_000363,,paramedic,scn_paramedic_000155,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Bvm Ventilation. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_paramedic_000364,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Suctioning. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_paramedic_000365,,paramedic,scn_paramedic_000161,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Adjuncts. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_paramedic_000366,,paramedic,,ecg_000007,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Cpap. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_paramedic_000367,,paramedic,scn_paramedic_000167,,single_best_answer,2,application,"What is the best next action? Topic focus: Respiratory Distress. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_paramedic_000368,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Asthma Copd. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_paramedic_000369,,paramedic,scn_paramedic_000173,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Pulmonary Edema. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_paramedic_000370,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Anaphylaxis Airway. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000371,,paramedic,scn_paramedic_000179,ecg_000012,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Ventilation Monitoring. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000372,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Cardiac Anatomy. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000373,,paramedic,scn_paramedic_000185,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Chest Pain. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000374,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Acs. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000375,,paramedic,scn_emt_000004,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Heart Failure. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000376,,paramedic,,ecg_000005,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Cardiac Arrest. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000377,,paramedic,scn_emt_000010,,single_best_answer,2,application,"What is the best next action? Topic focus: Bradycardia. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000378,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Tachycardia. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000379,,paramedic,scn_emt_000016,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Shockable Rhythms. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_paramedic_000380,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ecg Basics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_paramedic_000381,,paramedic,scn_emt_000022,ecg_000010,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Twelve Lead. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_paramedic_000382,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Stemi Recognition. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_paramedic_000383,,paramedic,scn_emt_000028,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Post Rosc. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_paramedic_000384,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Bleeding Control. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_paramedic_000385,,paramedic,scn_emt_000034,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Shock Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_paramedic_000386,,paramedic,,ecg_000003,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Head Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_paramedic_000387,,paramedic,scn_emt_000040,,single_best_answer,2,application,"What is the best next action? Topic focus: Spinal Motion. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_paramedic_000388,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Chest Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_paramedic_000389,,paramedic,scn_emt_000046,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Abdominal Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_paramedic_000390,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Pelvic Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000391,,paramedic,scn_emt_000052,ecg_000008,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Extremity Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000392,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Burns. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000393,,paramedic,scn_emt_000058,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Crush Injury. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000394,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Trauma Triage. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000395,,paramedic,scn_emt_000064,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Special Trauma. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000396,,paramedic,,ecg_000001,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Altered Mental Status. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000397,,paramedic,scn_aemt_000070,,single_best_answer,2,application,"What is the best next action? Topic focus: Stroke. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000398,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Seizure. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000399,,paramedic,scn_aemt_000076,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Diabetes. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_paramedic_000400,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Toxicology. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
q_paramedic_000401,,paramedic,scn_aemt_000082,ecg_000006,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Sepsis. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000002,core,draft
q_paramedic_000402,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Abdominal Pain. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000003,core,draft
q_paramedic_000403,,paramedic,scn_aemt_000088,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Renal. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000004,core,draft
q_paramedic_000404,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Behavioral Crisis. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000005,core,draft
q_paramedic_000405,,paramedic,scn_aemt_000094,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ob Delivery. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000006,core,draft
q_paramedic_000406,,paramedic,,ecg_000011,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Neonatal Resuscitation. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000007,core,draft
q_paramedic_000407,,paramedic,scn_aemt_000100,,single_best_answer,2,application,"What is the best next action? Topic focus: Pediatrics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000008,core,draft
q_paramedic_000408,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Geriatrics. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000009,core,draft
q_paramedic_000409,,paramedic,scn_aemt_000106,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Allergy Anaphylaxis. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000010,core,draft
q_paramedic_000410,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Scene Safety. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000011,core,draft
q_paramedic_000411,,paramedic,scn_aemt_000112,ecg_000004,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Ppe Infection Control. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000012,core,draft
q_paramedic_000412,,paramedic,,,single_best_answer,2,application,"What is the best next action? Topic focus: Hazmat Awareness. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000013,core,draft
q_paramedic_000413,,paramedic,scn_aemt_000118,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Mci Triage. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000014,core,draft
q_paramedic_000414,,paramedic,,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Radio Report. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000015,core,draft
q_paramedic_000415,,paramedic,scn_paramedic_000124,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Documentation. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000016,core,draft
q_paramedic_000416,,paramedic,,ecg_000009,single_best_answer,1,recall,"Which finding is most concerning in this patient? Topic focus: Legal Consent. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000017,core,draft
q_paramedic_000417,,paramedic,scn_paramedic_000130,,single_best_answer,2,application,"What is the best next action? Topic focus: Refusal. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",choose_best,B,Prioritization trap: treating an isolated detail instead of the patient.,rem_000018,core,draft
q_paramedic_000418,,paramedic,,,multiple_response,3,analysis,"Select the findings that would increase acuity. Topic focus: Interfacility. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,"A,C",Prioritization trap: treating an isolated detail instead of the patient.,rem_000019,core,draft
q_paramedic_000419,,paramedic,scn_paramedic_000136,,clinical_judgment,4,judgment,"The patient worsens during transport. What should you prioritize? Topic focus: Wellness Resilience. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,D,Prioritization trap: treating an isolated detail instead of the patient.,rem_000020,core,draft
q_paramedic_000420,,paramedic,,,scenario_cluster,5,analysis,"Which handoff detail is most important to include? Topic focus: Ambulance Ops. Level: PARAMEDIC. This is an original NREMT-style study item, not an exam item.",structured,A,Prioritization trap: treating an isolated detail instead of the patient.,rem_000001,core,draft
